cod_tienda,sku_a,sku_b,boletas,soporte,confianza_a_b,confianza_b_a,lift,desc_a,desc_b
HUECH,128645,128648,49,0.00051,0.0409,0.1738,13.806,ESCUADRA PLASTICA BLANCA 50UNDS,SOPORTE REPISA PLASTICO/METAL BLANCO 50UNID
CONCE,1205,131026,49,0.00054,0.0271,0.059,2.973,"DUROLAC UNICOLOR BLANCO 2,8MM 1.52 X 2.44","TAPACANTO PVC BLANCO 22X0,45MM RO 25MT"
RANCA,133068,140721,49,0.001,0.35,0.2917,102.046,"MELAMINA NODO 15MM 1,83 X 2,50 VESTO","TAPACANTO PVC NODO  22X0,45MM RO 25 M"
SEREN,150002,150003,49,0.00098,0.1591,0.297,48.373,TORNILLO AGLOMERADO 3.5 X 15 BOLSA 100UN KHOR,TORNILLO AGLOMERADO 3.5 X 25 BOLSA 100UN KHOR
RENAC,32823,98235,49,0.00064,0.0313,0.2367,11.528,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,TORNILLO VOLCANITA PTA AGUJA 1X6 ZINC R.GR  100UN
RANCA,100654,95255,49,0.001,0.7206,0.6622,476.971,BAJADA CEMENTAR (10) P25 MARRON,CANALETA LARGO 4 MT (10) P25 MARRON
PMONT,71894,71910,49,0.00076,0.2059,0.1968,52.971,PINO GP22 GUARDAPOLVO RODON 70 X 3 MTS.,PINO CR2 1/4 RODON 20 X 20 X 3 MTS.
VESPU,114693,128645,49,0.00121,0.0881,0.0623,4.541,SOBERBIO 3 16 X 2 100UNDS A.SCREW,ESCUADRA PLASTICA BLANCA 50UNDS
SEREN,128315,131026,49,0.00098,0.1361,0.0629,8.766,"MELAMINA BLANCA 15MM 1,83 X 2,44 SWED","TAPACANTO PVC BLANCO 22X0,45MM RO 25MT"
RENAC,118607,126115,48,0.00063,0.1188,0.0529,9.973,SOBERBIO 3 16 X 2 - 100UNDS PATTA,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
TEMUC,115866,124032,48,0.00415,0.3097,0.0665,4.96,MELAMINA WENGUE 15MM 2.50X1.83 VESTO,DUROLAC UNICOLOR BLANCO 3MM 1.83 X 2.50
MAIPU,32823,5294,48,0.00098,0.0357,0.1481,5.411,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,ADHES. CONTACTO AGOREX 60 HENKEL 1 LT.
TALCA,125055,133926,48,0.00121,0.1135,0.0471,4.421,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
MAIPU,125056,133926,48,0.00098,0.1495,0.0391,5.986,TELESCOPICA H45-CS 30KG 500MM ZINCADO KUTZ,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
TALCA,118607,32823,48,0.00121,0.1486,0.0676,8.318,SOBERBIO 3 16 X 2 - 100UNDS PATTA,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
VALPA,5529,5530,48,0.00179,0.233,0.1702,22.206,LIJA MADERA GRANO 100 PLIEGO,LIJA MADERA GRANO 120 PLIEGO
TALCA,126115,126178,48,0.00121,0.0372,0.2152,6.631,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BOMBIN NEUMATICO 60N - 1 UNID KUTZ
CONCE,133630,133831,48,0.00053,0.4,0.0539,40.999,GRAVILLA SACO 25 K,CEMENTO BIO BIO SACO 25KG.
RANCA,1205,133926,48,0.00098,0.039,0.0522,2.08,"DUROLAC UNICOLOR BLANCO 2,8MM 1.52 X 2.44",TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
VALPA,100096,22960,48,0.00179,0.1348,0.1069,8.07,TORNILLO VOLCANITA PTA FINA R GR 3X8 ZINCA 100UNDS,PINO BRUTO 2 X 2 X 3.20 MTS.
MAIPU,32823,74789,48,0.00098,0.0357,0.25,9.13,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,TORNILLO AGLOMERADO 3.5 X 50 100 UNIDADES
MAIPU,133926,79039,48,0.00098,0.0391,0.1294,5.18,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,DILUYENTE DP-100 DILOX 1 LT.
CONCE,133926,95627,48,0.00053,0.0308,0.075,4.386,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO VOLCANITA PTA AGUJA 1.5/8X6 ZINC R.GR 100
RENAC,95625,95628,48,0.00063,0.1491,0.0714,16.907,TORNILLO VOLCANITA PTA AGUJA 1 1/4X6 ZINC R.GR 100,TORNILLO VOLCANITA PTA AGUJA 2X6 ZINC R.GR 100UN
PMONT,103742,126115,48,0.00075,0.0865,0.053,6.122,TIRADOR MET. MADRID AC/INOX  96X12MM TUBULAR KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
PMONT,126433,126434,48,0.00075,0.0878,0.1897,22.221,BISAG. 35  RECTA SIN TORNILLOS - 10UNDS KUTZ,BISAG. 35 S/CURVA C/TORN - 2UNDS KUTZ
CONCE,103742,125031,48,0.00053,0.0812,0.0662,10.219,TIRADOR MET. MADRID AC/INOX  96X12MM TUBULAR KUTZ,TELESCOPICA H35-STD 25KG 400MM ZINCADO KUTZ
RENAC,100654,100663,48,0.00063,0.5581,0.4571,405.146,BAJADA CEMENTAR (10) P25 MARRON,GANCHO TRADICIONAL  P25 MARRON
TEMUC,74902,74906,48,0.00415,0.1661,0.2775,11.103,PINO SECO CEPILLADO 1 X 5 X 3.20 MTS,PINO SECO CEPILLADO 2 X 2 X 3.20 MTS.
RENAC,143601,32823,48,0.00063,0.2008,0.0307,9.781,SOPORTE BARRA OVALADA CROMADO 2 UND KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
RENAC,125036,126115,48,0.00063,0.1224,0.0529,10.278,TELESCOPICA H45-STD 40KG 450MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
RENAC,146562,98115,48,0.00063,0.1257,0.1383,27.6,CODO PVC SANITARIO GRIS 50MM,ADHESIVO VINILIT PVC POTE 240CC CON PINCEL (24)
MAIPU,103743,133926,48,0.00098,0.1472,0.0391,5.895,TIRADOR MET. MADRID AC/INOX 128X12MM TUBULAR KUTZ,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
VESPU,76730,76742,48,0.00118,0.2945,0.4364,108.561,LAM. RECTA F6 FLORENTINO NEGRO 0513 BR 122 X 306,LAM. RECTA F6 GRANITO KOMBI 0670 BR 122 X 306
CONCE,1205,148859,48,0.00053,0.0265,0.1534,7.733,"DUROLAC UNICOLOR BLANCO 2,8MM 1.52 X 2.44",MELAMINA BLANCA CLASICA 18MM 1.83 X 2.50 MASISA
MAIPU,417,6311,48,0.00098,0.1784,0.3934,71.846,RIEL GALVANIZADO DUCASSE U-20 TIRA 2.00MTS,CORREDERA DUCASSE D7-D14 DOBLE CON POLIN
MAIPU,143601,32823,48,0.00098,0.1174,0.0357,4.286,SOPORTE BARRA OVALADA CROMADO 2 UND KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
VALPA,103742,126433,48,0.00179,0.1622,0.1084,9.838,TIRADOR MET. MADRID AC/INOX  96X12MM TUBULAR KUTZ,BISAG. 35  RECTA SIN TORNILLOS - 10UNDS KUTZ
MAIPU,126432,32823,48,0.00098,0.12,0.0357,4.383,BISAG. 35  RECTA C/TORN - 2UNDS KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
MAIPU,103742,126115,48,0.00098,0.1221,0.032,4.002,TIRADOR MET. MADRID AC/INOX  96X12MM TUBULAR KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
RANCA,133926,143601,48,0.00098,0.0522,0.1294,6.896,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,SOPORTE BARRA OVALADA CROMADO 2 UND KUTZ
MAIPU,115847,124032,48,0.00098,0.0615,0.0696,4.381,MELAMINA BLANCA VESTO 18MM 2.50 X 1.83,DUROLAC UNICOLOR BLANCO 3MM 1.83 X 2.50
RENAC,6107,6152,48,0.00063,0.2025,0.4486,144.267,CODO SO SO BRONCE 1/2,TEE SO (3) BRONCE 1/2
PMONT,95627,95628,48,0.00075,0.1188,0.0862,13.665,TORNILLO VOLCANITA PTA AGUJA 1.5/8X6 ZINC R.GR 100,TORNILLO VOLCANITA PTA AGUJA 2X6 ZINC R.GR 100UN
RENAC,32823,50031,48,0.00063,0.0307,0.1569,7.639,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,ADHES. CONTACTO AFIX 125 ARTECOLA 1 LT.
CONCE,125832,140802,48,0.00053,0.0725,0.098,13.499,BISAG. 35 RECTA C/SUAVE-3D-CLIP-TORN -2UNDS KUTZ,BISAG. 35 165º CLIP / CIERRE SUAVE 2UNDS  KUTZ
RENAC,110307,115846,48,0.00063,0.1011,0.0333,5.349,"TAPACANTO PVC BLANCO 22X0,45MM  RO 50MT",MELAMINA BLANCA VESTO 15MM 2.50 X 1.83
VALPA,125055,126115,48,0.00179,0.3404,0.0566,10.789,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
VESPU,126115,32823,48,0.00118,0.0487,0.0921,3.793,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
PMONT,32823,72272,48,0.00075,0.047,0.4103,25.717,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,TORNILLO AGLOMERADO 3.5 X 25 100 UNIDADES
CONCE,125055,32823,48,0.00053,0.0672,0.0465,5.942,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
TALCA,20232,554,47,0.00118,0.3852,0.2271,73.963,RIEL GALVANIZADO DUCASSE U-20 TIRA 1.50MTS,CORREDERA DUCASSE D7-D14 SIMPLE CON POLIN
MAIPU,130966,133926,47,0.00096,0.1133,0.0383,4.534,"TAPACANTO PVC BLANCO 22X0,45MM RO 100MT",TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
PMONT,103743,125030,47,0.00073,0.0856,0.109,12.725,TIRADOR MET. MADRID AC/INOX 128X12MM TUBULAR KUTZ,TELESCOPICA H35-STD 25KG 350MM ZINCADO KUTZ
CONCE,100663,100667,47,0.00052,0.4312,0.6438,538.825,GANCHO TRADICIONAL  P25 MARRON,TAPA CANALETA UNIV (10) P25 MARRON
MAIPU,114693,12270,47,0.00096,0.0537,0.3241,18.176,SOBERBIO 3 16 X 2 100UNDS A.SCREW,TAPA SOBERBIO BLANCA + (GRANDE) - 144UNDS
RANCA,126115,128645,47,0.00096,0.048,0.0795,3.979,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,ESCUADRA PLASTICA BLANCA 50UNDS
MAIPU,139402,16408,47,0.00096,0.3241,0.3219,109.057,SOPORTE BARRA REDONDO BLANCO BOLSA 10 UN.,BARRA CLOSET PLASTICA 1MT.BLANCA UNID
PMONT,31793,82679,47,0.00073,0.1815,0.0936,23.159,CLAVO TECHO T/PARAGUA HELICOIDAL 2 1/2 100UND KHOR,CLAVO CORRIENTE 4 BOLSA 1 KILO
RANCA,417,79050,47,0.00096,0.2994,0.2848,88.869,RIEL GALVANIZADO DUCASSE U-20 TIRA 2.00MTS,CORREDERA DUCLOSET SIMPLE
VALPA,100639,79813,47,0.00175,0.3884,0.8868,196.963,BAJADA CEMENTAR (10) P25 BLANCO,TAPA ACCESORIO UNIV P25 BLANCO
VALPA,133926,95627,47,0.00175,0.0776,0.0633,2.809,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO VOLCANITA PTA AGUJA 1.5/8X6 ZINC R.GR 100
MAIPU,21012,72272,47,0.00096,0.2866,0.1536,46.005,TORNILLO AGLOMERADO 3.5 X 30 100 UNIDADES,TORNILLO AGLOMERADO 3.5 X 25 100 UNIDADES
VALPA,100096,95627,47,0.00175,0.132,0.0633,4.782,TORNILLO VOLCANITA PTA FINA R GR 3X8 ZINCA 100UNDS,TORNILLO VOLCANITA PTA AGUJA 1.5/8X6 ZINC R.GR 100
VESPU,110307,98014,47,0.00116,0.0764,0.1106,7.292,"TAPACANTO PVC BLANCO 22X0,45MM  RO 50MT",ADHES. CONTACTO AFIX PREN ARTECOLA 1/4 GLN.
RENAC,126115,143258,47,0.00062,0.0518,0.0847,7.108,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BOLSA VEGETAL 45X40X12 KUTZ
CONCE,122563,72713,47,0.00052,0.0197,0.1728,6.601,MELAMINA BLANCA CLASICA 15MM 1.83 X 2.50 MASISA,PLANCHA MDF 500 15MM 1.52 X 2.44
CONCE,125032,126115,47,0.00052,0.0969,0.0285,5.361,TELESCOPICA H35-STD 25KG 450MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
RENAC,133926,150002,47,0.00062,0.0382,0.1715,10.638,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO AGLOMERADO 3.5 X 15 BOLSA 100UN KHOR
PMONT,5528,5530,47,0.00073,0.3154,0.1281,55.064,LIJA MADERA GRANO 80 PLIEGO,LIJA MADERA GRANO 120 PLIEGO
TALCA,126116,133926,47,0.00118,0.1347,0.0461,5.247,BISAG. 35 S/CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
TALCA,133926,95628,47,0.00118,0.0461,0.1119,4.36,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO VOLCANITA PTA AGUJA 2X6 ZINC R.GR 100UN
RENAC,146551,146562,47,0.00062,0.1033,0.123,20.61,CODO PVC SANITARIO GRIS 40MM,CODO PVC SANITARIO GRIS 50MM
VALPA,100639,100653,47,0.00175,0.3884,0.5109,113.468,BAJADA CEMENTAR (10) P25 BLANCO,UNION CANALETA (10) P25 BLANCO
RENAC,125056,126115,47,0.00062,0.1411,0.0518,11.847,TELESCOPICA H45-CS 30KG 500MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
CONCE,20232,79050,47,0.00052,0.176,0.3333,113.885,RIEL GALVANIZADO DUCASSE U-20 TIRA 1.50MTS,CORREDERA DUCLOSET SIMPLE
PMONT,125055,32823,47,0.00073,0.119,0.046,7.459,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
VESPU,133926,74236,47,0.00116,0.0413,0.1366,4.873,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,"TAPACANTO ENCOLADO BLANCO 22X0,45MM RO 25 MT"
MAIPU,133926,95628,47,0.00096,0.0383,0.0683,2.735,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO VOLCANITA PTA AGUJA 2X6 ZINC R.GR 100UN
MAIPU,125035,32823,47,0.00096,0.1451,0.0349,5.298,TELESCOPICA H45-STD 40KG 400MM ZINCADO KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
SEREN,126527,126528,47,0.00094,0.7015,0.226,169.201,BARRA CLOSET OVALADA ALUMINIO 3MTS KUTZ,SOPORTE BARRA OVALADA ALUMINIO 2 UND KUTZ
RANCA,74906,74908,47,0.00096,0.1243,0.2733,35.409,PINO SECO CEPILLADO 2 X 2 X 3.20 MTS.,PINO SECO CEPILLADO 2 X 4 X 3.20 MTS.
TALCA,133080,134039,47,0.00118,0.235,0.1754,34.848,YESO VOLCAN SACO 25KG.,PASTA MURO F-15 TAJAMAR TI
SEREN,126115,5294,47,0.00094,0.0356,0.1306,4.966,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,ADHES. CONTACTO AGOREX 60 HENKEL 1 LT.
VALPA,116983,83297,47,0.00175,0.1599,0.373,34.098,TORNILLO LENTEJA 8 X 1/2 PTA BROCA (CJ-100UND),TAB. ESTRUCTURAL C 2X3X8X0.85X6MT 60X38
TALCA,126115,126182,47,0.00118,0.0364,0.2487,7.661,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BOMBIN NEUMATICO 80N - 1 UNID
RENAC,128645,139402,46,0.0006,0.0431,0.3382,24.138,ESCUADRA PLASTICA BLANCA 50UNDS,SOPORTE BARRA REDONDO BLANCO BOLSA 10 UN.
CONCE,100640,100648,46,0.0005,0.5679,0.4742,534.073,CANALETA LARGO 4 MT (10) P25 BLANCO,GANCHO TRADICIONAL P25 BLANCO
MAIPU,22960,22961,46,0.00094,0.0741,0.1949,15.418,PINO BRUTO 2 X 2 X 3.20 MTS.,PINO BRUTO 2 X 3 X 3.20 MTS.
CONCE,128645,128648,46,0.0005,0.0574,0.1933,21.984,ESCUADRA PLASTICA BLANCA 50UNDS,SOPORTE REPISA PLASTICO/METAL BLANCO 50UNID
RENAC,146551,152470,46,0.0006,0.1011,0.5349,89.599,CODO PVC SANITARIO GRIS 40MM,TUBO PVC ALCANTARILLADO GRIS 40 MM 1MT
PMONT,103250,103254,46,0.00072,0.7541,0.2629,276.065,CLAVO CORRIENTE INCHALAM 3 CAJA 25 KILOS,CLAVO CORRIENTE INCHALAM 4 CAJA 25 KILOS
CONCE,5203,5530,46,0.0005,0.1394,0.0641,17.71,RODILLO LIZCAL CHIPORRO NATURAL 18CM UNI,LIJA MADERA GRANO 120 PLIEGO
TEMUC,115866,122563,46,0.00398,0.2968,0.0631,4.708,MELAMINA WENGUE 15MM 2.50X1.83 VESTO,MELAMINA BLANCA CLASICA 15MM 1.83 X 2.50 MASISA
CONCE,133926,149983,46,0.0005,0.0295,0.1045,6.113,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO AGLOMERADO 3.5 X 15 BALDE 500UN KHOR
TALCA,125055,149983,46,0.00116,0.1087,0.0646,6.07,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,TORNILLO AGLOMERADO 3.5 X 15 BALDE 500UN KHOR
TALCA,139402,16408,46,0.00116,0.2659,0.4035,92.695,SOPORTE BARRA REDONDO BLANCO BOLSA 10 UN.,BARRA CLOSET PLASTICA 1MT.BLANCA UNID
CONCE,32780,7909,46,0.0005,0.0542,0.1749,18.793,"FILM STRETCH TRANS ROLLO 1,5K NETO 0,5MT",CINTA EMBALAJE TRANSPARENTE  48MMX40 MT UNID
CONCE,103742,32823,46,0.0005,0.0778,0.0446,6.88,TIRADOR MET. MADRID AC/INOX  96X12MM TUBULAR KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
VALPA,128645,98235,46,0.00171,0.1117,0.0989,6.453,ESCUADRA PLASTICA BLANCA 50UNDS,TORNILLO VOLCANITA PTA AGUJA 1X6 ZINC R.GR  100UN
VALPA,133926,98235,46,0.00171,0.0759,0.0989,4.387,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TORNILLO VOLCANITA PTA AGUJA 1X6 ZINC R.GR  100UN
RANCA,125054,126115,46,0.00094,0.1893,0.047,9.471,TELESCOPICA H45-CS 30KG 400MM ZINCADO KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
VESPU,133926,79039,46,0.00113,0.0405,0.0994,3.543,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,DILUYENTE DP-100 DILOX 1 LT.
CONCE,32823,98235,46,0.0005,0.0446,0.1581,13.973,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,TORNILLO VOLCANITA PTA AGUJA 1X6 ZINC R.GR  100UN
RANCA,128645,150002,46,0.00094,0.0778,0.1278,10.59,ESCUADRA PLASTICA BLANCA 50UNDS,TORNILLO AGLOMERADO 3.5 X 15 BOLSA 100UN KHOR
CONCE,19862,5532,46,0.0005,0.1667,0.1893,62.567,LIJA MADERAGRANO 220 PLIEGO,LIJA MADERA GRANO 180 PLIEGO
RENAC,32823,90040,46,0.0006,0.0294,0.1716,8.359,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,PERILLA METALICA CILIND. 23X20MM NIQUEL SATIN
RENAC,128648,32823,46,0.0006,0.1762,0.0294,8.583,SOPORTE REPISA PLASTICO/METAL BLANCO 50UNID,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
RENAC,22960,76850,46,0.0006,0.0832,0.1411,19.448,PINO BRUTO 2 X 2 X 3.20 MTS.,PINO BRUTO 1 X 4 X 3.20 MTS.
RANCA,83297,87998,46,0.00094,0.5412,0.5974,344.259,TAB. ESTRUCTURAL C 2X3X8X0.85X6MT 60X38,TAB. CANAL ESTRUCTURAL U 2X3X0.85X6MT 62X25
TALCA,125036,143601,46,0.00116,0.0832,0.1093,7.852,TELESCOPICA H45-STD 40KG 450MM ZINCADO KUTZ,SOPORTE BARRA OVALADA CROMADO 2 UND KUTZ
TALCA,133499,134039,46,0.00116,0.1878,0.1716,27.842,YESO ROMERAL SACO 25KG,PASTA MURO F-15 TAJAMAR TI
RANCA,126115,126117,46,0.00094,0.047,0.2371,11.863,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BISAG. 35 CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ
CONCE,116508,99469,46,0.0005,0.269,0.3194,170.411,"WC ONE PIECE A PISO 30,5 7LT VINCINY SENSI DACQUA",KIT INSTALACION W.C  FANALOZA AL PISO 1718000
MAIPU,133926,133933,46,0.00094,0.0375,0.3217,12.878,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,TAPA SOBERBIO ADHES 12MM NEGRA SET 50 UN
MAIPU,21740,32823,46,0.00094,0.3382,0.0342,12.353,TORNILLO AGLOMERADO 3.5 X 40 100 UNIDADES,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
CONCE,150968,32823,46,0.0005,0.0814,0.0446,7.197,BISAG. 35 RECTA C/SUAVE-CLIP-2UNDS KHOR,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
TALCA,133926,137182,46,0.00116,0.0451,0.1957,7.627,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN,SOPORTE REPISA FIJO BLANCO BOLSA 50 UN
MAIPU,125055,125056,46,0.00094,0.1111,0.1433,17.003,TELESCOPICA H45-CS 30KG 450MM ZINCADO KUTZ,TELESCOPICA H45-CS 30KG 500MM ZINCADO KUTZ
RENAC,126115,126117,46,0.0006,0.0507,0.2044,17.161,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BISAG. 35 CURVA C/SUAVE-CLIP-TORN -2UNDS KUTZ
PMONT,103742,32823,46,0.00072,0.0829,0.045,5.196,TIRADOR MET. MADRID AC/INOX  96X12MM TUBULAR KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
RENAC,18418,86792,46,0.0006,0.5,0.1608,133.248,SALIDA CAJA CONDUIT 16MM,TUBO CONDUIT PVC  16MM  TIRA 3MT
PMONT,32823,74236,46,0.00072,0.045,0.0737,4.621,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,"TAPACANTO ENCOLADO BLANCO 22X0,45MM RO 25 MT"
CONCE,125833,126115,46,0.0005,0.1893,0.0279,10.472,BISAG. 35 S/CURVA C/SUAVE-3D-CLIP-TORN 2UNID KUTZ,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ
RENAC,118862,132429,46,0.0006,0.184,0.0498,15.194,FIERRO HORMIGON REDONDO  A630-420H 8MMX6MT,CEMENTO MELON SACO 25KG.
RENAC,146540,98115,45,0.00059,0.1505,0.1297,33.057,CODO PVC SANITARIO GRIS 110MM,ADHESIVO VINILIT PVC POTE 240CC CON PINCEL (24)
VESPU,131026,150002,45,0.00111,0.0468,0.0467,1.97,"TAPACANTO PVC BLANCO 22X0,45MM RO 25MT",TORNILLO AGLOMERADO 3.5 X 15 BOLSA 100UN KHOR
PMONT,100663,95255,45,0.0007,0.5114,0.5294,385.418,GANCHO TRADICIONAL  P25 MARRON,CANALETA LARGO 4 MT (10) P25 MARRON
TALCA,103742,133926,45,0.00113,0.1466,0.0441,5.711,TIRADOR MET. MADRID AC/INOX  96X12MM TUBULAR KUTZ,TAPA SOBERBIO ADHES 12MM BLANCO MATE SET 50 UN
PMONT,100648,100653,45,0.0007,0.3879,0.5294,292.386,GANCHO TRADICIONAL P25 BLANCO,UNION CANALETA (10) P25 BLANCO
RENAC,125037,32823,45,0.00059,0.2103,0.0288,10.241,TELESCOPICA H45-STD 40KG 500MM ZINCADO KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
VESPU,122563,76730,45,0.00111,0.0523,0.2761,13.003,MELAMINA BLANCA CLASICA 15MM 1.83 X 2.50 MASISA,LAM. RECTA F6 FLORENTINO NEGRO 0513 BR 122 X 306
CONCE,126115,143601,45,0.00049,0.0273,0.1223,6.765,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,SOPORTE BARRA OVALADA CROMADO 2 UND KUTZ
RENAC,140802,32823,45,0.00059,0.1758,0.0288,8.561,BISAG. 35 165º CLIP / CIERRE SUAVE 2UNDS  KUTZ,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES
MAIPU,114693,74236,45,0.00092,0.0514,0.0788,4.419,SOBERBIO 3 16 X 2 100UNDS A.SCREW,"TAPACANTO ENCOLADO BLANCO 22X0,45MM RO 25 MT"
MAIPU,125030,95627,45,0.00092,0.152,0.063,10.459,TELESCOPICA H35-STD 25KG 350MM ZINCADO KUTZ,TORNILLO VOLCANITA PTA AGUJA 1.5/8X6 ZINC R.GR 100
PMONT,115846,132931,45,0.0007,0.0174,0.4206,10.427,MELAMINA BLANCA VESTO 15MM 2.50 X 1.83,"TAPACANTO PVC BLANCO 22X1,5MM RO 25MT"
MAIPU,125030,76860,45,0.00092,0.152,0.1157,19.198,TELESCOPICA H35-STD 25KG 350MM ZINCADO KUTZ,PINO SECO CEPILLADO 1 X 3 X 3.20 MTS.
SEREN,126115,150435,45,0.0009,0.0341,0.1607,6.113,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,SISTEMA PUSH MECANICO 30N PARA PUERTA KUTZ
MAIPU,110307,5294,45,0.00092,0.0833,0.1389,12.634,"TAPACANTO PVC BLANCO 22X0,45MM  RO 50MT",ADHES. CONTACTO AGOREX 60 HENKEL 1 LT.
RENAC,139402,16408,45,0.00059,0.3309,0.1793,100.475,SOPORTE BARRA REDONDO BLANCO BOLSA 10 UN.,BARRA CLOSET PLASTICA 1MT.BLANCA UNID
PMONT,100648,100651,45,0.0007,0.3879,0.6818,376.558,GANCHO TRADICIONAL P25 BLANCO,TAPA CANALETA UNIV (10) P25 BLANCO
RENAC,32823,417,45,0.00059,0.0288,0.1679,8.178,TORNILLO AGLOMERADO 3.5 X 15 100 UNIDADES,RIEL GALVANIZADO DUCASSE U-20 TIRA 2.00MTS
MAIPU,126115,126208,45,0.00092,0.03,0.2528,8.285,BISAG. 35 RECTA CLIP C/SUAVE-TORN -2UNDS KUTZ,BISAG.35 RINCON FALSO 3DCLIP CIERRE SUAVE 2UN KUTZ
PMONT,103743,16408,45,0.0007,0.082,0.1619,18.889,TIRADOR MET. MADRID AC/INOX 128X12MM TUBULAR KUTZ,BARRA CLOSET PLASTICA 1MT.BLANCA UNID
CONCE,128645,149983,45,0.00049,0.0561,0.1023,11.633,ESCUADRA PLASTICA BLANCA 50UNDS,TORNILLO AGLOMERADO 3.5 X 15 BALDE 500UN KHOR
