cod_tienda,sku_a,sku_b,boletas,soporte,confianza_a_b,confianza_b_a,lift,desc_a,desc_b
TALCA,10938,10946,6,0.00015,0.75,0.5455,2709.682,BROCA ACERO RAPIDO ALPEN 6.0MM GRANEL,BROCA ACERO RAPIDO ALPEN 10.0MM GRANEL
HUECH,120139,137228,5,5e-05,0.4545,0.3125,2706.449,GOLILLA CORRIENTE 5/8 - 25 UNDS,ESPARRAGO FIERRO ZINCADO 5/8-11 X 1000MM     
RENAC,149402,149598,6,8e-05,0.4615,0.4615,2705.964,"MELAMINA PINOT GRIS SW 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC PINOT GRIS 22X0,45MM RO 25 MT"
VESPU,146543,146570,6,0.00015,0.6,0.6667,2703.467,TEE FUSION PPR 20MM CCS,TERMINAL HI FUSION PPR 20X1/2 CCS
CONCE,137626,3218,5,5e-05,0.3846,0.3846,2698.876,TUBO CLASE 10 PRESION 25MM PARA CEMENTAR 1MT,COPLA PRESION 25 MM     UNID
SANRO,146527,146531,6,4e-05,0.2143,0.4615,2697.214,COPLA SIMPLE FUSION PPR 32MM CCS,CODO 45º FUSION PPR 32MM CCS
SANRO,142584,142592,8,5e-05,0.2963,0.4444,2693.514,COPLA SIMPLE FUSION PPR 25MM CCS,TEE FUSION PPR 25MM CCS
PMONT,87158,99565,6,9e-05,0.5455,0.4615,2688.042,TAB. ESTRUCTURAL C 2X6X12X0.85X 6MT 150X40,TAB. CANAL ESTRUCTURAL U 2X6X0.85X6MT 153X30
MAPOC,138892,145289,5,3e-05,0.2083,0.4167,2688.003,MELAMINA LINO CHIARO 15MM 1.83 X 2.50 VESTO,"TAPACANTO PVC LINO CHIARO 22X0,4MM RO25MT"
PMONT,146578,146582,5,8e-05,0.625,0.3333,2669.375,CODO 90 TRANS HE FUSION PPR 25X1/2 CCS,CODO 90 TRANS HI FUSION PPR 25X1/2 CCS
PMONT,147678,147680,5,8e-05,0.3333,0.625,2669.375,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 25MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 25MT
PMONT,152744,152825,6,9e-05,0.3333,0.75,2669.375,"MELAMINA MOREL 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC MOREL 23X1,5MM RO50MT"
CONCE,102171,102172,5,5e-05,0.2632,0.5556,2667.31,BOTA BATA PVC NEGRA 892-6064 Nº 42,BOTA BATA PVC NEGRA 892-6064 Nº 43
CONCE,146533,146544,9,0.0001,0.4091,0.6429,2665.578,CODO 90° FUSION PPR 25MM CCS,TEE FUSION PPR 25MM CCS
RENAC,149072,149081,5,7e-05,0.3846,0.4545,2664.965,INTERRUPTOR EMB SIMPLE 9/12 10A TERRA NOBILE,INTERRUPTOR EMB TRIPLE 9/32 10A TERRA NOBILE
RANCA,124585,4970,13,0.00027,0.8125,0.8667,2653.192,"GORRO VENTILACION 0,35MM X 4""","TUBO GALVANIZADO 0,8MM X 4 1MT"
MAPOC,152456,152457,10,6e-05,0.6667,0.2564,2646.65,TUBO PVC ALCANTARILLADO GRIS  75 MM 6MT,TUBO PVC ALCANTARILLADO GRIS  110 MM 6MT
HUECH,144348,144353,6,6e-05,0.25,0.6667,2646.306,CUBIERTA FINTOP 366X62X3CM NEGRO TRENTO-97D R°3,TAPACANTO CUBIERTA FINTOP 10ML NEGRO TRENTO-97D
SANRO,152638,152642,5,3e-05,0.5,0.1613,2639.21,TUBO PVC GRIS 40 MM X 6MTS,TUBO PVC GRIS 50 MM X 6MTS
MAPOC,146527,146534,6,4e-05,0.1875,0.5455,2639.131,COPLA SIMPLE FUSION PPR 32MM CCS,CODO 90° FUSION PPR 32MM CCS
SANRO,147687,147688,17,0.0001,0.5312,0.5152,2634.211,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 50MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 50MT
CONCE,146501,146645,6,7e-05,0.4615,0.375,2631.404,TUBO CLASE 10 PRESION 25MM PARA CEMENTAR 1MT,CODO PRESION 25 MM     UNID
SANRO,150636,150637,6,4e-05,0.3529,0.2727,2625.096,ESPONJA ABRASIVA ULTRAFLEX AO SW510 115X70X25 G180,ESPONJA ABRASIVA ULTRAFLEX AO SW510 115X70X25 G220
SANRO,142580,142598,6,4e-05,0.1765,0.5455,2625.096,CODO 90° FUSION PPR 25MM CCS,TERMINAL HE FUSION PPR 25X1/2 CCS
RANCA,115694,130999,9,0.00018,0.75,0.6429,2624.036,MELAMINA ASERRADO NORDICO 15MM 1.83 X 2.50 VESTO,"TAPACANTO PVC ASERRADO NORDICO 22X0,45MM RO 25MT"
HUECH,83960,83961,5,5e-05,0.3571,0.3846,2617.225,ANGULO EXTERIOR CANALETA 100 X 50,ANGULO INTERIOR CANALETA 100 X 50
HUECH,127359,127362,17,0.00018,0.7391,0.6296,2607.953,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 50MT"
MAPOC,151510,151516,5,3e-05,0.1515,0.5556,2606.549,ADAPT. HEX 11MM 33-152MM,SIERRA COPA BIMETAL 32MM BLISTER
MAPOC,3204,3221,5,3e-05,0.4545,0.1852,2606.549,TEE PRESION 50MM,COPLA PRESION 50 MM UNID
CONCE,124587,4972,6,7e-05,0.4286,0.4,2606.343,"GORRO VENTILACION 0,35MM X 5""","TUBO GALVANIZADO 0,8MM X 5 1MT"
HUECH,124586,4971,14,0.00015,0.5185,0.7368,2599.879,"GORRO VENTILACION 0,35MM X 4,5""","TUBO GALVANIZADO 0,8MM X 4.1/2 1MT"
SANRO,138681,138767,5,3e-05,0.3333,0.2381,2597.317,"TAPAC PVC LINO / LINO CANCUN 22X0,45 RO 300 MT","TAPACANTO PVC ACACIA ARENA 22X0,45MM RO 300MT"
SANRO,129820,129821,6,4e-05,0.2857,0.3333,2597.317,"LIJA BANDA 3 X 18""  G 80 MAD/MET PACK3 MAKITA","LIJA BANDA 3 X 18""  G 100 MAD/MET PACK3 MAKITA"
CONCE,127367,127370,15,0.00016,0.625,0.6818,2591.534,"ALAMBRE GENLIS NYA 2,5 MM ROJO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 2,5 MM BLANCO H07V-U ROLLO 25MT"
SANRO,143802,146582,6,4e-05,0.3158,0.3,2583.647,ABRAZADERA AUTOLOCK PP-RCT BETA 25 MM,CODO 90 TRANS HI FUSION PPR 25X1/2 CCS
MAPOC,127918,127920,12,8e-05,0.3333,0.6,2580.483,RUEDA POLIPROPILENO 50MM SIN FRENO - 35KG KUTZ,RUEDA POLIPROPILENO BLANCA 50MM C/FRENO 35KG KUTZ
MAPOC,3210,3288,7,5e-05,0.2,0.5833,2580.483,CODO PRESION 25 MM     UNID,UNION AMERICANA PRESION 25 MM UNID
MAPOC,24114,24118,6,4e-05,0.4,0.25,2580.483,PERFIL DVP COMIENZO BLANCO TIRA 3.8 MTS.,ESQUINERO DVP EXTERNO BLANCO TIRA 3.0 MTS.
MAPOC,152009,152017,7,5e-05,0.1667,0.7,2580.483,BUJE REDUC PRESIÓN HE - HI 3/4 X 1/2 VINI,COPLA PRESIÓN HI - HI 3/4  VINI
MAPOC,116564,116566,16,0.0001,0.4324,0.6154,2575.119,"ALAMBRE GENLIS NYA 2,5 MM ROJO H07V-U ROLLO 100MT","ALAMBRE GENLIS NYA 2,5 MM VERDE H07V-U ROLLO 100MT"
MAPOC,140611,140615,13,8e-05,0.4815,0.4483,2570.596,TUBO METÁLICO RÍGIDO EMT 25MM 3MT,COPLA TUBO RIGIDO EMT 25MM
SANRO,147677,147690,29,0.00018,0.6905,0.6591,2567.802,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM ROJO 50MT,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM BLANCO 50MT
SANRO,144344,144349,9,6e-05,0.6429,0.2195,2565.643,TAPACANTO CUBIERTA FINTOP 10ML ROBLE HERA-41G,CUBIERTA FINTOP 366X62X3CM ROBLE HERA-41G R°3
MAPOC,116563,116564,19,0.00012,0.6129,0.5135,2564.735,"ALAMBRE GENLIS NYA 2,5 MM BLANCO H07V-U ROLLO 100M","ALAMBRE GENLIS NYA 2,5 MM ROJO H07V-U ROLLO 100MT"
SANRO,153260,153261,9,6e-05,0.3913,0.36,2561.181,RUEDA GIRATORIA 38MM TPE 30KG,RUEDA GIRATORIA 38MM TPE CON FRENO 30KG
TALCA,79059,79062,10,0.00025,0.7692,0.8333,2547.564,RIEL DUCASSE ALUMINIO D-52 3.00MT,GUIA DUCASSE AL D-52 X3.00
SANRO,142572,142576,14,9e-05,0.4667,0.4667,2545.371,CODO 90 TRANS HE FUSION PPR 20X1/2 CCS,CODO 90 TRANS HI FUSION PPR 20X1/2 CCS
SANRO,153259,153260,5,3e-05,0.3571,0.2174,2540.854,RUEDA FIJA 38MM TPE 30KG,RUEDA GIRATORIA 38MM TPE 30KG
RENAC,123845,137223,5,7e-05,0.5,0.3333,2540.6,TUERCA HEXAGONAL FERRO 1/2 13 HILOS 100 UNIDADES,ESPARRAGO FIERRO NEGRO 1/2-13 X 1000MM     
SANRO,127903,127907,20,0.00012,0.4651,0.6667,2536.915,RUEDA POLIURETANO TRANS. 35MM SIN FRENO 30KG KUTZ,RUEDA POLIURETANO TRANS. 35MM CON FRENO 30KG KUTZ
VESPU,125412,125413,5,0.00012,0.625,0.5,2534.5,ANGULO INTERIOR  CANALETA 20 X 10 PACK 2UN,ANGULO PLANO  CANALETA 20 X 10 PACK 2UN
CONCE,142591,142609,5,5e-05,0.25,0.5556,2533.944,TEE FUSION PPR 20MM CCS,VALVULA MANILLA ROJA FUSION PPR 20MM VINI
CONCE,153722,153725,5,5e-05,0.5556,0.25,2533.944,PERFIL SIDING METAL ESQUINERO EXTERIOR 3M CASTANO,PERFIL SIDING METAL J EXTERIOR 3M CASTANO
SANRO,135393,135401,5,3e-05,0.2632,0.2941,2532.988,BASE INCLINADA NEGRO PATAS DE MADERA KUTZ,PATA MADERA CONICA 150MM LACA NAT. SIN BASE KUTZ
CONCE,146646,146651,8,9e-05,0.4706,0.4706,2525.176,CODO PRESION 32 MM UNID,COPLA PRESION 32 MM UNID
CONCE,9577,9579,7,8e-05,0.6364,0.3043,2523.929,HEMBRA VOLANTE 2P+T 16A 220V,MACHO VOLANTE 2P+T 16A 220V IP44
SANRO,146523,146583,5,3e-05,0.0769,1.0,2517.4,TUBO FUSION PPR 25MM X 3MT PN-16,CODO 90 TRANS HI FUSION PPR 25X3/4 CCS
SANRO,124587,4972,10,6e-05,0.3226,0.4762,2513.533,"GORRO VENTILACION 0,35MM X 5""","TUBO GALVANIZADO 0,8MM X 5 1MT"
RANCA,100266,104736,6,0.00012,0.4615,0.6667,2511.897,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 100MT,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM BLANCO 100M
RENAC,130540,148037,5,7e-05,0.625,0.2632,2507.171,"CABO DE VIDA 1,8METRO X 12MM 2 MOSQUETONES SIMPLE",ARNES PARACAIDISTA 4 ARGOLLAS KL-8000-4
MAPOC,3210,3218,17,0.00011,0.4857,0.5667,2506.755,CODO PRESION 25 MM     UNID,COPLA PRESION 25 MM     UNID
CONCE,136533,136535,7,8e-05,0.4667,0.4118,2504.133,LIJA BANDA 3 X 21 G80 MAD-MET PACK3 KLINGSPOR,LIJA BANDA 3 X 21 G120 MAD-MET PACK3 KLINGSPOR
MAPOC,132619,138780,6,4e-05,0.1132,0.8571,2503.973,"MELAMINA ESPRESSO 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC ESPRESSO 22X0,45MM RO 300MT"
MAPOC,125419,125421,8,5e-05,0.2424,0.5333,2502.287,ANGULO PLANO  CANALETA 40 X 16  PACK 2UN,DERIVACION T  CANALETA 40 X 16  PACK 2UN
MAPOC,148904,148907,8,5e-05,0.2581,0.5,2497.242,BALDE C/ESCURRIDOR 14 LTS ROJO,MOPA REDONDA ALGODÓN EXT GDE RPTO - CLÁSICA
SANRO,147678,147680,34,0.00021,0.6538,0.7907,2488.128,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 25MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 25MT
CONCE,127903,127907,9,0.0001,0.4091,0.6,2487.873,RUEDA POLIURETANO TRANS. 35MM SIN FRENO 30KG KUTZ,RUEDA POLIURETANO TRANS. 35MM CON FRENO 30KG KUTZ
SEREN,127358,127361,6,0.00012,0.5455,0.5455,2487.769,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 25MT"
HUECH,127359,127365,6,6e-05,0.2609,0.6,2485.226,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 1,5 MM VERDE H07V-U ROLLO 50MT"
TALCA,3211,3263,6,0.00015,0.5,0.75,2483.875,CODO PRESION 32 MM UNID,TERMINAL HE PRESION 32X1     UNID
TALCA,142580,142592,7,0.00018,0.5,0.875,2483.875,CODO 90° FUSION PPR 25MM CCS,TEE FUSION PPR 25MM CCS
SANRO,153212,153213,17,0.0001,0.4857,0.5312,2483.685,RUEDA GIRATORIA 75MM TPE 50KG,RUEDA GIRATORIA CON FRENO 75MM TPE 50KG
MAPOC,146520,146707,5,3e-05,0.3846,0.2083,2481.234,UNION AMERICANA PRESION 40 MM UNID,UNION AMERICANA PRESION 32 MM UNID
SANRO,81500,97156,5,3e-05,0.1667,0.4545,2479.258,POLICARB ALVEOLAR PERFIL H  4.0MM -6.0MM X 2.9 MT,POLICARBONATO ALVEOLAR 2.10X2.9X 4.0MM BRONCE
SANRO,147683,147690,14,9e-05,0.6667,0.3182,2479.258,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM VERDE 50MT,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM BLANCO 50MT
HUECH,127362,127365,7,7e-05,0.2593,0.7,2469.885,"ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 1,5 MM VERDE H07V-U ROLLO 50MT"
MAPOC,124587,4972,10,6e-05,0.303,0.5263,2469.362,"GORRO VENTILACION 0,35MM X 5""","TUBO GALVANIZADO 0,8MM X 5 1MT"
MAPOC,148115,148135,6,4e-05,0.4615,0.2069,2464.122,MELAMINA MARMARA ULTRA MAT 18MM 1.83 X 2.50 VESTO,"TAPACANTO PVC MARMARA ULTRA MATTE 22X0,45MM RO25M"
PMONT,146483,146650,5,8e-05,0.5,0.3846,2464.038,TEE PRESION 25MM,COPLA PRESION 25 MM     UNID
PMONT,100201,100202,11,0.00017,0.8462,0.5,2464.038,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM VERDE 100MT,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM ROJO 100MT
PMONT,83298,94472,8,0.00012,0.5,0.6154,2464.038,TAB. ESTRUCTURAL C 2X2X8X0.85X6MT 40X38,TAB. CANAL ESTRUCTURAL U 2X2X0.85X6MT 42X25
SANRO,124575,4972,6,4e-05,0.3158,0.2857,2460.617,"ANILLO GALVANIZADO 0,35MM X 5""","TUBO GALVANIZADO 0,8MM X 5 1MT"
MAPOC,3211,3219,12,8e-05,0.2857,0.6667,2457.603,CODO PRESION 32 MM UNID,COPLA PRESION 32 MM UNID
MAPOC,3202,3211,10,6e-05,0.6667,0.2381,2457.603,TEE PRESION 32MM,CODO PRESION 32 MM UNID
MAPOC,137622,3211,14,9e-05,0.6667,0.3333,2457.603,TUBO CLASE 10 PRESION 32MM PARA CEMENTAR 3MT,CODO PRESION 32 MM UNID
MAIPU,147068,147073,6,0.00012,0.6,0.5,2456.1,MELAMINA TITANIO METALIZADO 15MM 1.83 X 2.50 VESTO,"TAPACANTO PVC TITANIO METALIZADO 22X0,45MM RO 25MT"
SANRO,120138,123845,10,6e-05,0.3448,0.4348,2453.238,GOLILLA CORRIENTE 1/2 - 25 UNDS,TUERCA HEXAGONAL FERRO 1/2 13 HILOS 100 UNIDADES
PMONT,127358,127361,13,0.0002,0.65,0.7647,2449.544,"ALAMBRE GENLIS NYA 1,5 MM ROJO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 25MT"
RENAC,127368,127374,6,8e-05,0.3529,0.5455,2445.497,"ALAMBRE GENLIS NYA 2,5 MM ROJO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 2,5 MM VERDE H07V-U ROLLO 50MT"
MAPOC,137621,3218,9,6e-05,0.4737,0.3,2444.668,TUBO CLASE 12 PRESION 25MM PARA CEMENTAR 3MT,COPLA PRESION 25 MM     UNID
CONCE,79056,79063,6,7e-05,0.2143,0.75,2443.446,CORREDERA DUCASSE DN-80   SR,RIEL DUCASSE U-21  X 2.0 P/DN-80  C/F
CONCE,147678,147679,9,0.0001,0.4286,0.5625,2443.446,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 25MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 25MT
RENAC,153726,153729,5,7e-05,0.3846,0.4167,2442.885,PERFIL SIDING METAL ESQUINERO EXTERIOR 3M NEGRO,PERFIL SIDING METAL J EXTERIOR 3M NEGRO
SANRO,134559,134560,5,3e-05,0.3125,0.2381,2434.985,DISCO LIJA P/MADERAS 125MM G40 PACK5 BOSCH,DISCO LIJA P/MADERAS 125MM G60 PACK5 BOSCH
TALCA,79058,79061,12,0.0003,0.8571,0.8571,2433.184,RIEL DUCASSE ALUMINIO D-52 2.00MT,GUIA DUCASSE AL D-52 X2.00
HUECH,149277,150674,5,5e-05,0.3571,0.3571,2430.281,SPRAY MTN  94 AMARILLO FLUOR 400ML,SPRAY MTN 94 VERDE FLUOR 400ML
PMONT,6894,6896,5,8e-05,0.4545,0.4167,2426.705,BARRA COPPER  1/2 X 1.1/2 MT  (11MM),CONECTOR COPPER 1/2 BRONCE
SANRO,151510,151522,11,7e-05,0.3548,0.4583,2419.276,ADAPT. HEX 11MM 33-152MM,SIERRA COPA BIMETAL 60MM BLISTER
MAPOC,151108,151109,5,3e-05,0.25,0.3125,2419.203,PUNTO SDS-PLUS 250MM ECO BOSCH,CINCEL SDS-PLUS 250X20MM ECO BOSCH
MAPOC,146962,146964,7,5e-05,0.2188,0.5,2419.203,BROCA PARA MARTILLO SDS+ 4-CUTTER 6X160MM HEMIC,BROCA PARA MARTILLO SDS+ 4-CUTTER 8X160MM HEMIC
CONCE,146503,146646,9,0.0001,0.45,0.5294,2414.7,TUBO CLASE 10 PRESION 32MM PARA CEMENTAR 1MT,CODO PRESION 32 MM UNID
SEREN,81440,81444,5,0.0001,0.3846,0.625,2412.019,CORREDERA DUCASSE AL 1535 MADERA,RIEL DUCASSE EMBUTIDO CX  X 3.00 MTS
RENAC,79059,79062,15,0.0002,0.5357,0.8824,2401.828,RIEL DUCASSE ALUMINIO D-52 3.00MT,GUIA DUCASSE AL D-52 X3.00
CONCE,147679,147680,8,9e-05,0.5,0.4211,2400.579,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 25MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 25MT
SANRO,146645,146650,8,5e-05,0.3077,0.381,2397.524,CODO PRESION 25 MM     UNID,COPLA PRESION 25 MM     UNID
MAPOC,146046,146055,5,3e-05,0.2941,0.2632,2396.734,REPISA MELAMINA BLANCA 20X60CM,REPISA MELAMINA BLANCA 20X90CM
RENAC,149408,149583,8,0.0001,0.4706,0.5333,2391.153,"MELAMINA TUAREG VV 18MM 1,83 X 2,50 VESTO","TAPACANTO PVC TUAREG 22X0,45MM RO 25 MT"
MAPOC,137627,3219,5,3e-05,0.2778,0.2778,2389.336,TUBO CLASE 10 PRESION 32MM PARA CEMENTAR 1MT,COPLA PRESION 32 MM UNID
MAPOC,152015,3221,5,3e-05,0.4167,0.1852,2389.336,CODO PRESIÓN 50 X 45 CEM VINI,COPLA PRESION 50 MM UNID
SANRO,85493,85501,7,4e-05,0.35,0.2917,2386.285,PILAR RANURADO DOBLE  96CM BLANCO DUCASSE,SOPORTE GRADUABLE DOBLE 27CM BLANCO DUCASSE
CONCE,127917,127919,8,9e-05,0.4444,0.4706,2384.889,RUEDA POLIPROPILENO 40MM SIN FRENO - 25KG KUTZ,RUEDA POLIPROPILENO BLANCA 40MM C/FRENO 25KG KUTZ
MAPOC,123845,137223,5,3e-05,0.3846,0.2,2381.985,TUERCA HEXAGONAL FERRO 1/2 13 HILOS 100 UNIDADES,ESPARRAGO FIERRO NEGRO 1/2-13 X 1000MM     
CONCE,146512,146645,5,5e-05,0.4167,0.3125,2375.573,TUBO CLASE 12 PRESION 25MM PARA CEMENTAR 3MT,CODO PRESION 25 MM     UNID
MAPOC,137629,3221,12,8e-05,0.4138,0.4444,2372.858,TUBO CLASE 10 PRESION 50MM PARA CEMENTAR 1MT,COPLA PRESION 50 MM UNID
PMONT,79059,79062,17,0.00027,1.0,0.6296,2372.778,RIEL DUCASSE ALUMINIO D-52 3.00MT,GUIA DUCASSE AL D-52 X3.00
MAPOC,9577,9579,18,0.00012,0.6429,0.4286,2369.832,HEMBRA VOLANTE 2P+T 16A 220V,MACHO VOLANTE 2P+T 16A 220V IP44
RENAC,83298,94472,10,0.00013,0.5882,0.5263,2359.69,TAB. ESTRUCTURAL C 2X2X8X0.85X6MT 40X38,TAB. CANAL ESTRUCTURAL U 2X2X0.85X6MT 42X25
MAPOC,127362,127365,14,9e-05,0.35,0.6087,2356.093,"ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 50MT","ALAMBRE GENLIS NYA 1,5 MM VERDE H07V-U ROLLO 50MT"
SANRO,137223,137794,5,3e-05,0.1724,0.4167,2351.02,ESPARRAGO FIERRO NEGRO 1/2-13 X 1000MM     ,TUERCA HEXAGONAL FERRO 1/2 12 HILO CAJA 100UN
CONCE,146645,146650,7,8e-05,0.4375,0.4118,2347.625,CODO PRESION 25 MM     UNID,COPLA PRESION 25 MM     UNID
MAPOC,140611,140617,9,6e-05,0.3333,0.4091,2345.894,TUBO METÁLICO RÍGIDO EMT 25MM 3MT,CURVA TUBO RIGIDO EMT 25MM
SANRO,147678,147679,41,0.00025,0.7885,0.7455,2345.759,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 25MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 25MT
SANRO,146544,146566,9,6e-05,0.2432,0.5294,2341.302,TEE FUSION PPR 25MM CCS,TERMINAL HE FUSION PPR 25X1/2 CCS
SANRO,24119,80727,6,4e-05,0.2857,0.3,2337.586,REVESTIMIENTO DVP 3.8 MTS. X 0.20 MTS. BLANCO TIRA,PERFIL J  RIGIDO DVP BLANCO 3.8 MTS.L
SANRO,1849,1851,6,4e-05,0.2,0.4286,2337.586,VIDRIO BLANCO PARA MASCARA SOLDAR,VIDRIO MASCARA SOLDAR NEGRO GRADO 12
SANRO,146527,146555,6,4e-05,0.2143,0.4,2337.586,COPLA SIMPLE FUSION PPR 32MM CCS,BUJE RED FUSION PPR 32X25 CCS
HUECH,139106,153024,5,5e-05,0.2941,0.4167,2334.975,MELAMINA GRIS HILADO V. 18MM 1.83 X 2.50,"TAPACANTO PVC GRIS HILADO 22X1,5MM RO50MT"
RANCA,9577,9579,5,0.0001,0.7143,0.3333,2332.476,HEMBRA VOLANTE 2P+T 16A 220V,MACHO VOLANTE 2P+T 16A 220V IP44
RANCA,124586,4971,10,0.0002,0.7143,0.6667,2332.476,"GORRO VENTILACION 0,35MM X 4,5""","TUBO GALVANIZADO 0,8MM X 4.1/2 1MT"
RANCA,100199,100200,10,0.0002,0.6667,0.7143,2332.476,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 100M,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 100MT
SANRO,142584,151292,5,3e-05,0.1852,0.3846,2330.926,COPLA SIMPLE FUSION PPR 25MM CCS,ABRAZADERA PPR GRIS 25 MM
SANRO,146648,146653,5,3e-05,0.1852,0.3846,2330.926,CODO PRESION 50 MM UNID,COPLA PRESION 50 MM UNID
MAPOC,124586,155763,9,6e-05,0.1957,0.6923,2330.202,"GORRO VENTILACION 0,35MM X 4,5""","TUBO GALVANIZADO 0,35MM X 4.1/2 1MT"
HUECH,147687,147688,22,0.00023,0.7333,0.7333,2328.749,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 50MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 50MT
MAPOC,3201,3210,10,6e-05,0.5263,0.2857,2328.256,TEE PRESION 25MM,CODO PRESION 25 MM     UNID
MAIPU,127361,127364,9,0.00018,0.4737,0.9,2326.832,"ALAMBRE GENLIS NYA 1,5 MM BLANCO H07V-U ROLLO 25MT","ALAMBRE GENLIS NYA 1,5 MM VERDE H07V-U ROLLO 25MT"
SANRO,149580,149582,5,3e-05,0.1562,0.4545,2324.304,"TAPACANTO PVC BOURBON 22X0,45MM RO 100MT","TAPACANTO PVC BOURBON 22X1,5MM 100MT"
SANRO,129824,129826,7,4e-05,0.2414,0.4118,2323.361,"LIJA BANDA 3 X 21""  G 80 MAD-MET PACK3 MAKITA","LIJA BANDA 3 X 21""  G 120 MAD-MET PACK3 MAKITA"
MAPOC,6894,6896,30,0.00019,0.6,0.75,2322.435,BARRA COPPER  1/2 X 1.1/2 MT  (11MM),CONECTOR COPPER 1/2 BRONCE
MAPOC,154913,154915,6,4e-05,0.375,0.24,2322.435,DISCO MALLA VELCRO GRANO 60 / 10 UNIDADES HEMIC,DISCO MALLA VELCRO GRANO 80 / 10 UNIDADES HEMIC
SEREN,123837,137221,6,0.00012,0.6,0.4615,2315.538,TUERCA HEXAGONAL FERRO 5/16 100 UNIDADES,ESPARRAGO FIERRO NEGRO 5/16-18 X 1000MM    
SANRO,146504,146646,7,4e-05,0.4667,0.2121,2313.974,TUBO CLASE 10 PRESION 32MM PARA CEMENTAR 3MT,CODO PRESION 32 MM UNID
RENAC,149583,153021,5,7e-05,0.3333,0.4545,2309.636,"TAPACANTO PVC TUAREG 22X0,45MM RO 25 MT","TAPACANTO PVC TUAREG 22X1,5MM RO50MT"
MAPOC,147687,147688,25,0.00016,0.625,0.5952,2304.003,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM BLANCO 50MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 50MT
TALCA,124585,4970,7,0.00018,0.6364,0.6364,2299.124,"GORRO VENTILACION 0,35MM X 4""","TUBO GALVANIZADO 0,8MM X 4 1MT"
PMONT,100202,104736,15,0.00023,0.6818,0.7895,2298.983,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM ROJO 100MT,CABLE EVA LIBRE HALOGENO H07Z1-K 1.5MM BLANCO 100M
MAPOC,3213,3221,10,6e-05,0.4,0.3704,2293.763,CODO PRESION 50 MM UNID,COPLA PRESION 50 MM UNID
SANRO,136527,136532,7,4e-05,0.28,0.35,2290.834,LIJA BANDA 3 X 21 G40 MAD-MET PACK3 KLINGSPOR,LIJA BANDA 3 X 21 G60 MAD-MET PACK3 KLINGSPOR
SANRO,147679,147680,33,0.0002,0.6,0.7674,2283.223,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM ROJO 25MT,CABLE EVA LIBRE HALOGENO H07Z1-K 2.5MM VERDE 25MT
